B19,"Caro-Kann, Classical","1 e4 c6 2 d4 d5 3 Nc3 dxe4 4 Nxe4 Bf5 5 Ng3 Bg6 6 h4 h6 7 Nf3 Nd7"
B20,"Sicilian","1 e4 c5"
B21,"Sicilian, 2.f4 and 2.d4","1 e4 c5 2 f4"
B22,"Sicilian, Alapin","1 e4 c5 2 c3"
B23,"Sicilian, Closed","1 e4 c5 2 Nc3"
B24,"Sicilian, Closed","1 e4 c5 2 Nc3 Nc6 3 g3"
B25,"Sicilian, Closed","1 e4 c5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 d3 d6"
B26,"Sicilian, Closed, 6.Be3","1 e4 c5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 d3 d6 6 Be3"
B27,"Sicilian","1 e4 c5 2 Nf3"
B28,"Sicilian, O'Kelly Variation","1 e4 c5 2 Nf3 a6"
B29,"Sicilian, Nimzovich-Rubinstein","1 e4 c5 2 Nf3 Nf6"
B30,"Sicilian","1 e4 c5 2 Nf3 Nc6"
B31,"Sicilian, Rossolimo Variation","1 e4 c5 2 Nf3 Nc6 3 Bb5 g6"
B32,"Sicilian","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 e5"
B33,"Sicilian","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4"
B34,"Sicilian, Accelerated Fianchetto","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 g6 5 Nxc6"
B35,"Sicilian, Accelerated Fianchetto, Modern Variation with Bc4","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 g6 5 Nc3 Bg7 6 Be3 Nf6 7 Bc4"
B36,"Sicilian, Accelerated Fianchetto","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 g6 5 c4"
B37,"Sicilian, Accelerated Fianchetto","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 g6 5 c4 Bg7"
B38,"Sicilian, Accelerated Fianchetto, Maroczy Bind, 6.Be3","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 g6 5 c4 Bg7 6 Be3"
B39,"Sicilian, Accelerated Fianchetto, Breyer Variation","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 g6 5 c4 Bg7 6 Be3 Nf6 7 Nc3 Ng4"
B40,"Sicilian","1 e4 c5 2 Nf3 e6"
B41,"Sicilian, Kan","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 a6"
B42,"Sicilian, Kan","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 a6 5 Bd3"
B43,"Sicilian, Kan, 5.Nc3","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 a6 5 Nc3"
B44,"Sicilian","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6"
B45,"Sicilian, Taimanov","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6 5 Nc3"
B46,"Sicilian, Taimanov Variation","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6 5 Nc3 a6"
B47,"Sicilian, Taimanov (Bastrikov) Variation","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6 5 Nc3 Qc7"
B48,"Sicilian, Taimanov Variation","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6 5 Nc3 Qc7 6 Be3"
B49,"Sicilian, Taimanov Variation","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6 5 Nc3 Qc7 6 Be3 a6 7 Be2"
B50,"Sicilian","1 e4 c5 2 Nf3 d6"
B51,"Sicilian, Canal-Sokolsky (Rossolimo) Attack","1 e4 c5 2 Nf3 d6 3 Bb5+"
B52,"Sicilian, Canal-Sokolsky (Rossolimo) Attack","1 e4 c5 2 Nf3 d6 3 Bb5+ Bd7"
B53,"Sicilian","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Qxd4"
B54,"Sicilian","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4"
B55,"Sicilian, Prins Variation, Venice Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 f3 e5 6 Bb5+"
B56,"Sicilian","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3"
B57,"Sicilian","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bc4"
B58,"Sicilian","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 d6 6 Be2"
B59,"Sicilian, Boleslavsky Variation, 7.Nb3","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 d6 6 Be2 e5 7 Nb3"
B60,"Sicilian, Richter-Rauzer","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5"
B61,"Sicilian, Richter-Rauzer, Larsen Variation, 7.Qd2","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 Bd7 7 Qd2"
B62,"Sicilian, Richter-Rauzer","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 e6"
B63,"Sicilian, Richter-Rauzer Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 e6 7 Qd2"
B64,"Sicilian, Richter-Rauzer Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 e6 7 Qd2 Be7 8 O-O-O O-O 9 f4"
B65,"Sicilian, Richter-Rauzer Attack, 7...Be7 Defense, 9...Nxd4","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 e6 7 Qd2 Be7 8 O-O-O O-O 9 f4 Nxd4 10 Qxd4"
B66,"Sicilian, Richter-Rauzer Attack, 7...a6","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 e6 7 Qd2 a6"
B67,"Sicilian, Richter-Rauzer Attack, 7...a6 Defense, 8...Bd7","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 e6 7 Qd2 a6 8 O-O-O Bd7"
B68,"Sicilian, Richter-Rauzer Attack, 7...a6 Defense, 9...Be7","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 e6 7 Qd2 a6 8 O-O-O Bd7 9 f4 Be7"
B69,"Sicilian, Richter-Rauzer Attack, 7...a6 Defense, 11.Bxf6","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 e6 7 Qd2 a6 8 O-O-O Bd7 9 f4 Be7 10 Nf3 b5 11 Bxf6"
B70,"Sicilian, Dragon Variation","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6"
B71,"Sicilian, Dragon, Levenfish Variation","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 f4"
B72,"Sicilian, Dragon","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 Be3"
B73,"Sicilian, Dragon, Classical","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 Be3 Bg7 7 Be2 Nc6 8 O-O"
B74,"Sicilian, Dragon, Classical","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 Be3 Bg7 7 Be2 Nc6 8 O-O O-O 9 Nb3"
B75,"Sicilian, Dragon, Yugoslav Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 Be3 Bg7 7 f3"
B76,"Sicilian, Dragon, Yugoslav Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 Be3 Bg7 7 f3 O-O"
B77,"Sicilian, Dragon, Yugoslav Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 Be3 Bg7 7 f3 O-O 8 Qd2 Nc6 9 Bc4"
B78,"Sicilian, Dragon, Yugoslav Attack, 10.castle long","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 Be3 Bg7 7 f3 O-O 8 Qd2 Nc6 9 Bc4 Bd7 10 O-O-O"
B79,"Sicilian, Dragon, Yugoslav Attack, 12.h4","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 Be3 Bg7 7 f3 O-O 8 Qd2 Nc6 9 Bc4 Bd7 10 O-O-O Qa5 11 Bb3 Rfc8 12 h4"
B80,"Sicilian, Scheveningen","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6"
B81,"Sicilian, Scheveningen, Keres Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 g4"
B82,"Sicilian, Scheveningen","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 f4"
B83,"Sicilian","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 Be2"
B84,"Sicilian, Scheveningen","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 Be2 a6"
B85,"Sicilian, Scheveningen, Classical","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 Be2 a6 7 O-O Qc7 8 f4 Nc6"
B86,"Sicilian, Fischer-Sozin Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 Bc4"
B87,"Sicilian, Fischer-Sozin with ...a6 and ...b5","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 Bc4 a6 7 Bb3 b5"
B88,"Sicilian, Fischer-Sozin Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 Bc4 Nc6"
B89,"Sicilian","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 Bc4 Nc6 7 Be3"
B90,"Sicilian, Najdorf","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6"
B91,"Sicilian, Najdorf, Zagreb (Fianchetto) Variation","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 g3"
B92,"Sicilian, Najdorf, Opocensky Variation","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 Be2"
B93,"Sicilian, Najdorf, 6.f4","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 f4"
B94,"Sicilian, Najdorf","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 Bg5"
B95,"Sicilian, Najdorf, 6...e6","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 Bg5 e6"
B96,"Sicilian, Najdorf","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 Bg5 e6 7 f4"
B97,"Sicilian, Najdorf","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 Bg5 e6 7 f4 Qb6"
B98,"Sicilian, Najdorf","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 Bg5 e6 7 f4 Be7"
B99,"Sicilian, Najdorf, 7...Be7 Main line","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 Bg5 e6 7 f4 Be7 8 Qf3 Qc7 9 O-O-O Nbd7"
C00,"French Defense","1 e4 e6"
C01,"French, Exchange","1 e4 e6 2 d4 d5 3 exd5 exd5 4 Nc3 Nf6 5 Bg5"
C02,"French, Advance","1 e4 e6 2 d4 d5 3 e5"
C03,"French, Tarrasch","1 e4 e6 2 d4 d5 3 Nd2"
C04,"French, Tarrasch, Guimard Main line","1 e4 e6 2 d4 d5 3 Nd2 Nc6 4 Ngf3 Nf6"
C05,"French, Tarrasch","1 e4 e6 2 d4 d5 3 Nd2 Nf6"
C06,"French, Tarrasch","1 e4 e6 2 d4 d5 3 Nd2 Nf6 4 e5 Nfd7 5 Bd3 c5 6 c3 Nc6 7 Ne2 cxd4 8 cxd4"
C07,"French, Tarrasch","1 e4 e6 2 d4 d5 3 Nd2 c5"
C08,"French, Tarrasch, Open, 4.ed ed","1 e4 e6 2 d4 d5 3 Nd2 c5 4 exd5 exd5"
C09,"French, Tarrasch, Open Variation, Main line","1 e4 e6 2 d4 d5 3 Nd2 c5 4 exd5 exd5 5 Ngf3 Nc6"
C10,"French","1 e4 e6 2 d4 d5 3 Nc3"
C11,"French","1 e4 e6 2 d4 d5 3 Nc3 Nf6"
C12,"French, McCutcheon","1 e4 e6 2 d4 d5 3 Nc3 Nf6 4 Bg5 Bb4"
C13,"French","1 e4 e6 2 d4 d5 3 Nc3 Nf6 4 Bg5 Be7"
C14,"French, Classical","1 e4 e6 2 d4 d5 3 Nc3 Nf6 4 Bg5 Be7 5 e5 Nfd7 6 Bxe7 Qxe7"
C15,"French, Winawer","1 e4 e6 2 d4 d5 3 Nc3 Bb4"
C16,"French, Winawer","1 e4 e6 2 d4 d5 3 Nc3 Bb4 4 e5"
C17,"French, Winawer, Advance","1 e4 e6 2 d4 d5 3 Nc3 Bb4 4 e5 c5"
C18,"French, Winawer","1 e4 e6 2 d4 d5 3 Nc3 Bb4 4 e5 c5 5 a3 Bxc3+ 6 bxc3"
C19,"French, Winawer, Advance","1 e4 e6 2 d4 d5 3 Nc3 Bb4 4 e5 c5 5 a3 Bxc3+ 6 bxc3 Ne7"
C20,"King's Pawn Game","1 e4 e5"
C21,"Center Game","1 e4 e5 2 d4 exd4"
C22,"Center Game","1 e4 e5 2 d4 exd4 3 Qxd4 Nc6"
C23,"Bishop's Opening","1 e4 e5 2 Bc4"
C24,"Bishop's Opening","1 e4 e5 2 Bc4 Nf6"
C25,"Vienna","1 e4 e5 2 Nc3"
C26,"Vienna","1 e4 e5 2 Nc3 Nf6"
C27,"Vienna Game","1 e4 e5 2 Nc3 Nf6 3 Bc4 Nxe4"
C28,"Vienna Game","1 e4 e5 2 Nc3 Nf6 3 Bc4 Nc6"
C29,"Vienna Gambit","1 e4 e5 2 Nc3 Nf6 3 f4"
C30,"King's Gambit Declined","1 e4 e5 2 f4"
C31,"King's Gambit Declined, Falkbeer Counter Gambit","1 e4 e5 2 f4 d5"
